"stop_id","stop_code","stop_name","stop_lon","stop_lat"
"MERHDQJ",NA,"MEREHEAD QUARRY JN",-2.43215, 51.18427
"DALSTOT",NA,"DALSTON OIL TERMINAL",-2.99039, 54.84552
"DALTLTN",NA,"LINDAL TUNNEL",-3.15541, 54.16581
"DALTONJ",NA,"DALTON JN",-3.19181, 54.14979
"DALWCE",NA,"DALWHINNIE ISU (CE)",-4.24362, 56.93821
"DALZBSC",NA,"DALZELL B.S.C.",-3.97717, 55.78546
"DALZUGL",NA,"DALZELL U.G.L.",-3.97512, 55.7842
"DARTFDJ",NA,"DARTFORD JN",0.21207, 51.4504
"DARTFDS",NA,"DARTFORD DOWN SIDINGS",0.2254, 51.44728
"DARTFUS",NA,"DARTFORD UP SIDINGS",0.22441, 51.44707
"DARTWJN",NA,"DARTFORD WEST JUNCTION",0.21693, 51.44835
"DAUNTSY",NA,"DAUNTSEY",-2.00014, 51.55562
"DAVIOT",NA,"DAVIOT",-4.10723, 57.43501
"DAWMEJ",NA,"DAW MILL EAST JN",-1.62966, 52.50988
"DAWMFHH",NA,"DAW MILL COLLIERY FHH",-1.62439, 52.50796
"DAWMGBR",NA,"DAW MILL COLLIERY GBRf",-1.62434, 52.50804
"DAWMLCL",NA,"DAW MILL COLLIERY DBS",-1.62735, 52.50913
"DAWMWJ",NA,"DAW MILL WEST JN",-1.62966, 52.50988
"DEALSDG",NA,"DEAL SIDING",1.39786, 51.22485
"DEANCE",NA,"DEAN ENGINEERS SIDING",-1.63173, 51.04212
"DEANEGR",NA,"DEAN EAST GRIMSTEAD G.F.",-1.67928, 51.04307
"DEANHLS",NA,"DEAN HILL SDGS. M.O.D.",-1.59936, 51.03915
"DEEPCAR",NA,"DEEPCAR F.D.",-1.5583, 53.46951
"DEEPSW",NA,"STOCKSBRIDGE WORKS",-1.5583, 53.46951
"DELNY",NA,"DELNY",-4.10809, 57.72542
"DENBYOT",NA,"DENBY OPENCAST",-1.4267, 53.02081
"DENS19",NA,"DEANSGATE JN SIG. DJ19",-2.34208, 53.39934
"DENSGTJ",NA,"DEANSGATE JN",-2.34208, 53.39934
"FLXSSRP",NA,"FLIXSTWE STH DOCKS RP GBRF",1.32423, 51.94631
"FLXSSTO",NA,"FELIXSTOWE CREEK SDGS EWS",1.33216, 51.95132
"FLYLAIC",NA,"FOLLY LANE I.C.I. SDGS",-2.75327, 53.33381
"FLYLDRS",NA,"RUNCORN FOLLY LANE (DRS)",-2.75328, 53.33379
"FNPK380",NA,"FINSBURY PARK SIG K380",-0.10647, 51.5647
"FNPK381",NA,"FINSBURY PARK SIG K381",-0.10647, 51.5647
"FNPK407",NA,"FINSBURY PARK SIGNAL 407",-0.10647, 51.5647
"FNSTNEJ",NA,"FINNIESTON EAST JN",-4.30278, 55.86685
"FNSTNWJ",NA,"FINNIESTON WEST JN",-4.30289, 55.86691
"FNTLSR",NA,"FARRINGDON",-0.10564, 51.52103
"FOBBING",NA,"FOBBING CROSSING",0.46558, 51.5494
"FOLDBSJ",NA,"FOULDUBS JN",-3.73985, 56.00892
"FORDJN",NA,"FORD JUNCTION",-0.57237, 50.82737
"FORMS97",NA,"FORMBY SIGNAL 97",-3.0715, 53.56119
"FORRESL",NA,"FORRES LOOP",-3.62165, 57.61134
"FORSNCE",NA,"FORSINARD C.E.",-3.89988, 58.35666
"FORSNLC",NA,"FORSINARD L.C.",-3.8971, 58.35685
"FOWEYDK",NA,"FOWEY DOCK CARNE POINT",-4.63779, 50.34662
"FOXHALJ",NA,"FOXHALL JN",-1.25433, 51.61443
"FOXLOWJ",NA,"FOXLOW JN",-1.35798, 53.27808
"FOXTFHH",NA,"FOXTON FHH",0.05228, 52.1193
"FOXTRC",NA,"FOXTON RUGBY CEMENT",0.05228, 52.11929
"FRASL",NA,"FOUR ASHES LOOP",-2.1257, 52.67682
"FRAT460",NA,"FRATTON SIGNAL 460",-1.07086, 50.79704
"FRAT553",NA,"FRATTON SIGNAL 553",-1.07086, 50.79704
"FRAT554",NA,"FRATTON SHUNT SIGNAL HT554",-1.07086, 50.79704
"FRATCSD",NA,"FRATTON C.S.D.",-1.0724, 50.79589
"FRATDFP",NA,"FRATTON DEPOT F.P.",-1.07239, 50.79589
"FRATNCS",NA,"FRATTON C.H.S.",-1.0724, 50.79589
"FRATTMD",NA,"FRATTON T&R.S.M.D",-1.0724, 50.79589
"FRATTNE",NA,"FRATTON EAST",-1.06836, 50.80083
"FRATTNY",NA,"FRATTON S.S.",-1.07086, 50.79704
"FRATTOY",NA,"FRATTON OLD YARD",-1.0724, 50.79589
"FRATTSH",NA,"FRATTON STAFF HALT",-1.0756, 50.79613
"KIRKCCE",NA,"KIRKHAM C.C.E.",-2.90535, 53.78991
"KIRKM51",NA,"KIRKHAM & WESHAM SIG. KM51",-2.8805, 53.7869
"KITTYBR",NA,"KITTYBREWSTER",-2.11382, 57.16579
"KITTYGF",NA,"KITTYBREWSTER GF",-2.11382, 57.16579
"KKSNJN",NA,"KIRK SANDALL JN",-1.07501, 53.56337
"KLBRUDG",NA,"KILBURN UP & DOWN GDS LP",-0.19551, 51.53614
"KLBYBDG",NA,"KILBY BRIDGE JN",-1.08757, 52.56654
"KLGLLP",NA,"KINGS LANGLEY LOOP",-0.43371, 51.69473
"KLNHUGL",NA,"KILNHURST UP GDS LOOP",-1.30054, 53.47943
"KLYNN29",NA,"KINGS LYNN SIGNAL 29",0.40885, 52.7533
"KLYNN43",NA,"KINGS LYNN SIGNAL 43",0.41071, 52.75253
"KLYNNCS",NA,"KINGS LYNN CARRIAGE SIDNGS",0.40488, 52.75367
"KLYNNDF",NA,"KINGS LYNN DALGETTY & FKLN",0.40702, 52.75687
"KLYNNFP",NA,"KINGS LYNN F.P.",0.40443, 52.75383
"KLYNNJN",NA,"KINGS LYNN JN",0.41071, 52.75253
"KLYNNTC",NA,"KINGS LYNN T.C.",0.40885, 52.7533
"KNCRAIG",NA,"KINCRAIG",-3.93056, 57.12729
"KNEB639",NA,"KNEBWORTH SIGNAL K639",-0.18704, 51.867
"KNGSBC",NA,"KINGSBURY BIRCH COPPICE",-1.67876, 52.56975
"KNGSBCE",NA,"BIRCH COPPICE EXCHANGE SDG",-1.6455, 52.58986
"KNGSBCF",NA,"BIRCH COPPICE FREIGHTLINER",-1.64238, 52.59147
"KNGSBCJ",NA,"KINGSBURY BRANCH JN",-1.67876, 52.56975
"KNGSBFT",NA,"BIRCH COPPICE FLT",-1.64343, 52.59028
"KNGSBOS",NA,"KINGSBURY OIL SDGS",-1.6729, 52.57632
"KNGSBSF",NA,"KINGSBURY S.F.",-1.67882, 52.57128
"KNGSBYJ",NA,"KINGSBURY JN",-1.67794, 52.55407
"KNGSBYY",NA,"KINGSBURY SDGS",-1.67752, 52.57416
"KNGSFHH",NA,"KINGSBURY FREIGHTLINER HH",-1.67285, 52.5763
"KNGXBAL",NA,"KINGS CROSS BALLAST SDG",-0.12317, 51.53202
"METHLYJ",NA,"METHLEY JN",-1.40253, 53.73009
"MEXBRJN",NA,"MEXBOROUGH JN",-1.2881, 53.49078
"MFDB",NA,"MILFORD AND BROCTON",-2.03739, 52.79035
"MGMS127",NA,"MARGAM SIGNAL PT127",-3.75573, 51.56474
"MGTE",NA,"MOORGATE DELETE",-0.08855, 51.51852
"MIDDRVE",NA,"MIDDLE DROVE",0.04358, 52.55834
"MIKLTRF",NA,"MICKLE TRAFFORD",-2.83204, 53.21669
"MILBRNJ",NA,"MILLBURN JN",-4.21045, 57.48241
"MILESPJ",NA,"MILES PLATTING JN",-2.21258, 53.4963
"MILESPL",NA,"MILES PLATTING",-2.21258, 53.4963
"MILFCDS",NA,"MILFORD DOWN SIDINGS",-1.23804, 53.77153
"MILFCW",NA,"MILFORD C & W SIDINGS",-1.23813, 53.77063
"MILFDWS",NA,"MILFORD WEST SIDINGS",-1.22472, 53.77287
"MILFDY",NA,"MILFORD JN.",-1.23965, 53.76483
"MILFLOP",NA,"MILFORD LOOP",-1.23614, 53.77586
"MILLRJ",NA,"MILL RACE JN",-1.44091, 53.39728
"MILTJN",NA,"MILTON JUNCTION",-1.28915, 51.62021
"MINEHED",NA,"MINEHEAD WEST SOM RWY",-3.46387, 51.20467
"MINSTEJ",NA,"MINSTER EAST JN.",1.32545, 51.32867
"MINSTSJ",NA,"MINSTER SOUTH JN.",1.32252, 51.32585
"MINSTWJ",NA,"MINSTER WEST JN.",1.32545, 51.32867
"MINTYX",NA,"MINETY CROSSING",-1.98003, 51.62523
"MIREJN",NA,"MIREHOUSE JUNCTION",-3.57898, 54.53365
"MISKIN",NA,"MISKIN",-3.35416, 51.50355
"MISTDL",NA,"MISTLEY DOWN LOOP",1.07905, 51.94333
"MKIN878",NA,"MARKINCH SIGNAL 878",-3.13074, 56.20055
"MKINBLS",NA,"MARKINCH BRANCH LINE SDGS",-3.13282, 56.19852
"MKINDLS",NA,"MARKINCH DOWN LINE SIDINGS",-3.13177, 56.1987
"MKTRCLU",NA,"CLAXBY & USSELBY",-0.33991, 53.42358
"DESBRO",NA,"DESBOROUGH SUMMIT",-0.82779, 52.44635
"DEVNEXS",NA,"DEVONPORT ROYAL DOCKYARD",-4.18224, 50.38511
"DGNHARC",NA,"DAGENHAM DOCK A.R.C.",0.14629, 51.52402
"DGNHMFD",NA,"DAGENHAM DOWN YARD",0.14818, 51.52514
"DGNHMSC",NA,"DAGENHAM STORAGE COY SDG",0.14882, 51.52865
"DGNHREC",NA,"DAGENHAM DOCK RECEPTION",0.14636, 51.52536
"DIDC940",NA,"DIDCOT SIG. SB940",-1.26193, 51.61628
"DIDCGWS",NA,"DIDCOT GREAT WESTERN SOC.",-1.24353, 51.61249
"DIDCPS",NA,"DIDCOT PWR STN FLINER HVY",-1.26029, 51.61651
"DIDCPSD",NA,"DIDCOT POWER STATION D&C",-1.26029, 51.61651
"DIDCPSG",NA,"DIDCOT PWR STN GBRF",-1.26029, 51.61651
"DIDCTDC",NA,"DIDCOT DISTRIBUTION CENTRE",-1.28159, 51.61967
"DIDCTFP",NA,"DIDCOT FUELLING POINT",-1.24464, 51.61358
"DIDCTPS",NA,"DIDCOT POWER STATION DBS",-1.26609, 51.62149
"DIDCTTC",NA,"DIDCOT T.C.",-1.24676, 51.61643
"DIDCWCE",NA,"DIDCOT WEST YARD ISU (CE)",-1.24579, 51.61418
"DIDCWCJ",NA,"DIDCOT WEST CURVE JN",-1.2471, 51.61702
"DIDCWE",NA,"DIDCOT WEST END",-1.24716, 51.61587
"DIGGDPL",NA,"DIGGLE JN DOWN PASS LOOP",-1.99407, 53.5666
"DIGGLEJ",NA,"DIGGLE JN",-1.99407, 53.5666
"DIGSWEL",NA,"DIGSWELL JN.",-0.19593, 51.81613
"DING1LC",NA,"DINGWALL NO1 L.C.",-4.42226, 57.59391
"DING2LC",NA,"DINGWALL NO2 L.C.",-4.42226, 57.59391
"DINGMLC",NA,"DINGWALL MIDDLE L.C.",-4.42226, 57.59391
"DINGWCE",NA,"DINGWALL C.E.",-4.42305, 57.59237
"DINMORE",NA,"DINMORE TUNNELS",-2.71912, 52.16068
"DINTNMD",NA,"DINTON M.O.D.",-1.98951, 51.07777
"DINTON",NA,"DINTON",-1.99053, 51.07756
"DIRFBRF",NA,"DAVENTRY GBRF",-1.15838, 52.34366
"DIRFDRS",NA,"DAVENTRY DRS (MALCOLM W H)",-1.15852, 52.34374
"DIRFEP2",NA,"DAVENTRY RECEP SDGS EP2",-1.1587, 52.34388
"DIRFTB2",NA,"DAVENTRY DIDC2 TIBBETT&BRI",-1.15857, 52.34381
"DIRFTCR",NA,"DAVENTRY IRFT CRIPPLE SDG",-1.15866, 52.34384
"DIRFTFL",NA,"DAVENTRY INT RFT RECEP FL",-1.1587, 52.34388
"FRBCKJ",NA,"FIRBECK JN",-1.13088, 53.43406
"FRBR100",NA,"FARNBOROUGH SIGNAL 100",-0.75598, 51.29681
"FRBRETC",NA,"FARNBOROUGH E.T.C.",-0.75858, 51.29662
"FRBRYW4",NA,"FARNBOROUGH SIGNAL YW4",-0.75598, 51.29681
"FRDHAM",NA,"FORDHAM",0.37033, 52.30339
"FRDSHMJ",NA,"FRODSHAM JN",-2.70022, 53.30649
"FRDSUGL",NA,"FRODSHAM JN UGL",-2.70022, 53.30649
"FREMNSX",NA,"FREEMANS L.C.",-1.53848, 55.1557
"FRIARSJ",NA,"FRIARS JN",-0.25555, 51.52083
"FRIMLYJ",NA,"FRIMLEY JN",-0.73298, 51.30119
"FRLNGTJ",NA,"FARLINGTON JN",-1.04428, 50.83847
"FRMPKDS",NA,"FERME PARK DIESEL SDGS",-0.10853, 51.58068
"FRMPKLC",NA,"FERME PARK LONDON CONCRETE",-0.10799, 51.58097
"FRMPKRS",NA,"FERME PARK RECP.",-0.10799, 51.58097
"FRMPRSG",NA,"FERME PARK REC LN GBRF",-0.10835, 51.58092
"FRNB100",NA,"FARNBOROUGH SIG BE5100",-0.75858, 51.29662
"FRNBRCE",NA,"FARNBOROUGH COUNTRY END",-0.75858, 51.29662
"FRNBRLE",NA,"FARNBOROUGH LONDON END",-0.74583, 51.29826
"FRNGTNC",NA,"FARINGTON CURVE JN",-2.70192, 53.73194
"FRNGTNJ",NA,"FARINGTON JN",-2.69472, 53.71617
"FROMNRS",NA,"FROME NETWORK RAIL DN SDG",-2.30986, 51.22651
"FROMNSB",NA,"FROME NORTH",-2.30709, 51.23125
"FRTEVOT",NA,"FORTEVIOT L.C.",-3.52867, 56.34493
"FRTHBKL",NA,"FORTH BANKS LINE",-1.62281, 54.96458
"FRTWAGB",NA,"FORT WILLIAM ALCAN GBRF",-5.08577, 56.82922
"FRTWBAC",NA,"FORT WILLIAM BRITISH ALCAN",-5.078, 56.82928
"FRTWBAF",NA,"FORT WILLIAM (FLT DUP)",-5.07794, 56.82929
"FRTWDCC",NA,"FORT WILLIAM DCC ENERGY",-5.08577, 56.82922
"FRTWFLT",NA,"FT.WILLIAM SIDINGS FLT",-5.10399, 56.82095
"FRTWGF",NA,"FORT WILLIAM BA G.F.",-5.07641, 56.82727
"FRTWJFL",NA,"FORT WILLIAM JN FLT",-5.08546, 56.82961
"KNGXBEL",NA,"BELLE ISLE",-0.12277, 51.54087
"KNGXFTJ",NA,"COPENHAGEN JUNCTION",-0.12235, 51.54273
"KNMTSB",NA,"KENNETHMONT",-2.74718, 57.35175
"KNNGTNJ",NA,"KENNINGTON JN",-1.24736, 51.72402
"KNOK15",NA,"KNOCKSHINNOCH SIG NC15",-4.20468, 55.38302
"KNOR522",NA,"KINGS NORTON SIGNAL SY522",-1.93347, 52.41408
"KNOR523",NA,"KINGS NORTON 523",-1.93347, 52.41408
"KNOR528",NA,"KINGS NORTON SIGNAL SY528",-1.93347, 52.41408
"KNOR529",NA,"KINGS NORTON SIGNAL 529",-1.93347, 52.41408
"KNOR57",NA,"KINGS NORTON SIGNAL SY57",-1.93347, 52.41408
"KNORCT",NA,"KINGS NORTON C.T.",-1.94215, 52.41316
"KNOROTP",NA,"KINGS NORTON OT PLANT DEPT",-1.94528, 52.41294
"KNOWDL",NA,"DALE LANE G.F.",-2.87407, 53.49417
"KNOWFT",NA,"KNOWSLEY FREIGHT TERMINAL",-2.86825, 53.49267
"KNTB103",NA,"KINTBURY SIGNAL RK103",-1.46133, 51.40366
"KNTB57",NA,"KINTBURY SIGNAL UW57",-1.46133, 51.40366
"KNTB848",NA,"KINTBURY SIGNAL R848",-1.46133, 51.40366
"KNTN401",NA,"KNOTTINGLEY SIG FE6418",-1.25398, 53.70646
"KNTN402",NA,"KNOTTINGLEY SIG FE6402",-1.25398, 53.70641
"KNTN421",NA,"KNOTTINGLEY SIG FE6421",-1.25924, 53.70646
"KNTNELL",NA,"ENGLAND LANE LC",-1.24319, 53.7058
"KNTNFHH",NA,"KNOTTINGLEY TMD (FHH)",-1.25351, 53.70605
"KNTNGEJ",NA,"KNOTTINGLEY EAST JN",-1.24327, 53.70582
"KNTNGFD",NA,"KNOTTINGLEY F.D.",-1.25896, 53.7061
"KNTNGJK",NA,"KNOTTINGLEY JACKSONS",-1.25042, 53.70316
"KNTNGSJ",NA,"KNOTTINGLEY SOUTH JN",-1.25042, 53.70316
"KNTNGWJ",NA,"KNOTTINGLEY WEST JN",-1.26454, 53.70642
"KNTNLIP",NA,"KNOTTINGLEY T.M.D.",-1.2535, 53.70628
"KNTNSDG",NA,"KNOTTINGLEY SIDINGS",-1.25896, 53.7061
"KNTNWRD",NA,"KNOTTINGLEY W.R.D.",-1.25432, 53.70629
"KNTNYFD",NA,"KNOTTINGLEY DEPOT",-1.2535, 53.70628
"KNTSHTJ",NA,"KENTISH TOWN JN",-0.13955, 51.55041
"KRBYSUM",NA,"KIRKBY SUMMIT SB",-1.25112, 53.10485
"HEELEY",NA,"HEELEY UP LOOP",-1.48312, 53.35413
"HELEBLC",NA,"HELE & BRADNINCH LC",-3.42707, 50.81145
"HELILOP",NA,"HELLIFIELD GOODS LOOPS",-2.228, 54.01116
"HELMSCE",NA,"HELMSDALE C.E.",-3.66125, 58.11914
"HELPSTN",NA,"HELPSTON JN.",-0.32776, 52.63501
"HELTNL",NA,"HELM TUNNEL",-2.45872, 54.52758
"HEMERDN",NA,"HEMERDON",-3.99516, 50.39594
"HEMLBMS",NA,"HEMEL HEMPSTED BOXMOOR SDG",-0.49069, 51.74215
"HEMLSJN",NA,"HEMEL HEMPSTEAD SOUTH JN",-0.48369, 51.74059
"HEMSWTH",NA,"HEMSWORTH LOOP",-1.3499, 53.62063
"HENDYJ",NA,"HENDY JN",-4.05388, 51.71052
"HENWICK",NA,"HENWICK",-2.23587, 52.19064
"HENXRDS",NA,"HENSTRIDGE ASH CROSS ROADS",-2.39294, 50.98315
"HEREDNY",NA,"HEREFORD N.Y.",-2.7153, 52.06571
"HEREDSL",NA,"HEREFORD DIESEL SDGS.",-2.70446, 52.05747
"HEREFDY",NA,"HEREFORD YARD",-2.71408, 52.06441
"HERN595",NA,"HERNE HILL SIGNAL VS595",-0.10262, 51.45388
"HERN602",NA,"HERNE HILL SIGNAL VS602",-0.09996, 51.45121
"HERNHSD",NA,"HERNE HILL SIDING",-0.10262, 51.45388
"HERRNGE",NA,"HERRINGE",0.9824, 51.10336
"HERT203",NA,"HERTFORD NORTH GPL 203",-0.07175, 51.7994
"HERTFDD",NA,"HERTFORD DEPOT",-0.07175, 51.7994
"HESSEJS",NA,"HESSLE EAST JN SIDINGS",-0.38189, 53.73303
"HESSGBF",NA,"HESSLE C AND W (GBRF)",-0.38189, 53.73303
"HESSLEE",NA,"HESSLE EAST JN.",-0.40504, 53.72286
"HESSLRD",NA,"HESSLE ROAD JN.",-0.38189, 53.73303
"HESSR49",NA,"HESSLE ROAD JN SIG HR49",-0.35948, 53.76134
"HESTBNK",NA,"HEST BANK",-2.81427, 54.09194
"HETHRST",NA,"HETHERSETT",1.20488, 52.59226
"HETNLEJ",NA,"HEATON LODGE EAST JN",-1.71064, 53.67694
"HETNLJN",NA,"HEATON LODGE JN",-1.71774, 53.6796
"HEWISH",NA,"HEWISH",-2.82507, 50.87124
"DIRFTIN",NA,"DAVENTRY IRP TIBBETT&BRITT",-1.15879, 52.34393
"DIRFTMA",NA,"DAVENTRY IRFT (MALCOLM WH)",-1.15888, 52.34397
"DIRFTRE",NA,"DAVENTRY INT RFT RECEP EWS",-1.15898, 52.34403
"DIRFTRR",NA,"DAVENTRY INT RFT RECEP RFD",-1.15908, 52.34409
"DIRFTWA",NA,"DAVENTRY DIDC1 TIBBETT&BRI",-1.15921, 52.34416
"DISSRS",NA,"DISS RECP.",1.12563, 52.37584
"DITTAHC",NA,"DITTON FOUNDRY LN(AHC-EWS)",-2.76526, 53.35597
"DITTAHG",NA,"DITTON FOUNDRY LANE AHC",-2.76515, 53.35595
"DITTBOC",NA,"DITTON (O'CONNOR SDGS)",-2.75121, 53.35606
"DITTCFL",NA,"DITTON RECEPTION (FL)",-2.7652, 53.35597
"DITTDRS",NA,"DITTON (O'CONNOR SDGS)",-2.76515, 53.35595
"DITTFLR",NA,"DITTON (OCONNOR) FLINER",-2.75124, 53.35606
"DITTINO",NA,"DITTON WIDNES INNOVIS",-2.76515, 53.35595
"DITTNRS",NA,"DITTON RECEPTION SIDINGS",-2.77301, 53.35585
"DITTNWJ",NA,"DITTON WEST JUNCTION",-2.77788, 53.35617
"DITTON",NA,"DITTON EAST JUNCTION",-2.76719, 53.35627
"DITTONY",NA,"DITTON YARD",-2.77301, 53.35585
"DLMALCE",NA,"DALMALLY C.E.",-4.98081, 56.40098
"DLMYCE",NA,"DALMENY C.E.",-3.38031, 55.98505
"DLMYDPL",NA,"DALMENY D.P.L.",-3.37948, 55.98381
"DLMYUPL",NA,"DALMENY U.P.L.",-3.37932, 55.98385
"DLNCRDH",NA,"DALNACARDOCH",-4.08324, 56.8022
"DLNSPDL",NA,"DALNASPIDAL",-4.22437, 56.83188
"DLRE665",NA,"DALREOCH SIG YD665",-4.57772, 55.94742
"DLRYMPL",NA,"DALRYMPLE JN",-4.59703, 55.41705
"DLTNCBE",NA,"CLEVELAND BRIDGE & ENG",-1.50823, 54.51442
"DLTNDBP",NA,"DARLINGTON DOWN BYPASS",-1.54732, 54.51973
"DLTNDPL",NA,"DARLINGTON STH DN PASS LP",-1.54795, 54.51262
"DLTNECX",NA,"EAST COWTON XOVERS",-1.51225, 54.43026
"DLTNN",NA,"DARLINGTON NORTH JN.",-1.5452, 54.52512
"DLTNPKL",NA,"DARLINGTON PARK LANE",-1.54806, 54.52008
"DLTNS",NA,"DARLINGTON SOUTH JN.",-1.54752, 54.5169
"DLTNUGL",NA,"DARLINGTON UP GOODS LOOP",-1.5459, 54.52051
"DLTNUPL",NA,"DARLINGTON UP STA LOOP",-1.5464, 54.52042
"DLTNUS",NA,"DARLINGTON UP S.S.",-1.54407, 54.52781
"DMARBSC",NA,"DEE MARSH B.S.C.",-3.02904, 53.22141
"DMARSHJ",NA,"DEE MARSH JN.",-3.0307, 53.21941
"DMARSRS",NA,"DEE MARSH RECP. SDGS",-3.02897, 53.22994
"DMBR933",NA,"DUMBARTON SIG YD933",-4.56785, 55.94639
"DMBR938",NA,"DUMBARTON SIG YD938",-4.56145, 55.94634
"FRTWJN",NA,"FORT WILLIAM JN",-5.09141, 56.82408
"FRTWJYD",NA,"FORT WILLIAM J.YD T.C.",-5.08855, 56.82636
"FRTWLCE",NA,"FORT WILLIAM C.E.",-5.08796, 56.82591
"FRTWLMS",NA,"FORT WILLIAM STATION SDGS",-5.10405, 56.82094
"FRTWTLP",NA,"FORT WILLIAM TIMBER LOAD",-5.08577, 56.82922
"FRWAYD",NA,"FAIRWATER YARD",-3.12333, 51.02453
"FRZBGCE",NA,"FURZEBROOK OIL SIDINGS",-2.09929, 50.65732
"FULBRNE",NA,"FULBOURNE",0.22888, 52.1882
"FULW411",NA,"FULWELL SIGNAL F411",-0.34567, 51.43474
"FULW417",NA,"FULWELL SIGNAL F417",-0.34567, 51.43474
"FULWELJ",NA,"FULWELL JN",-0.34446, 51.43506
"FWLY",NA,"FAWLEY",-1.35531, 50.82926
"FWLYESO",NA,"FAWLEY ESSO",-1.35531, 50.82926
"FWLYFHH",NA,"FAWLEY ESSO FHH",-1.35625, 50.83746
"FWLYGF",NA,"FAWLEY GROUND FRAME",-1.36061, 50.84263
"FYHLAYC",NA,"AYCLIFFE",-1.55999, 54.5923
"FYHLMAR",NA,"FERRYHILL YARD MARCROFT",-1.52906, 54.67638
"FYHLPRM",NA,"PRESTON MANOR",-1.51816, 54.61566
"FYHLSJN",NA,"FERRYHILL STH. JN.",-1.52368, 54.67082
"FYHLSTI",NA,"STILLINGTON",-1.42741, 54.60575
"FYHLTC",NA,"FERRYHILL T.C. OLD YARD",-1.52909, 54.6764
"FYHLTHO",NA,"FERRYHILL THOMPSON",-1.52909, 54.67642
"GAERJ",NA,"GAER JN",-3.00691, 51.57844
"GANNOWJ",NA,"GANNOW JN",-2.26747, 53.78881
"GARSCE",NA,"GARSDALE URS (CE)",-2.32212, 54.32328
"GARVECE",NA,"GARVE C.E.",-4.68813, 57.61239
"GARVELC",NA,"GARVE L.C.",-4.68833, 57.61301
"KRKCCE",NA,"KIRKCONNEL C.E.",-4.00141, 55.38773
"KRKDLCS",NA,"KIRKDALE C.S.",-2.98551, 53.43767
"KRKP862",NA,"COVE SIGNAL MC862",-3.1274, 55.02312
"KRKP863",NA,"KIRKPATRICK SIGNAL MC863",-3.11623, 55.02144
"KRKSLDL",NA,"KIRKSTALL DOWN LOOP",-1.59942, 53.80792
"KRKSLUL",NA,"KIRKSTALL UP LOOP",-1.57365, 53.79745
"KRKSXO",NA,"KIRKSTALL CROSSOVER",-1.60516, 53.81263
"KRKYLEJ",NA,"KIRKBY LANE END JN",-1.25477, 53.09848
"KRTLBDG",NA,"KIRTLEBRIDGE G.F.",-3.21487, 55.054
"KRTNLMS",NA,"KIRTON LIME SDGS",-0.56949, 53.49988
"KSWNJN",NA,"KINGSWINFORD JN",-2.13466, 52.47675
"KVTNFHH",NA,"KIVETON PARK (FHH)",-1.26506, 53.34008
"KYLEGF",NA,"KYLE OF LOCHALSH G.F.",-5.71529, 57.28291
"KYLELCE",NA,"KYLE OF LOCHALSH C.E.",-5.71391, 57.28059
"LACKCW",NA,"SOUTH BANK LACKENBY C&W",-1.12277, 54.59844
"LACKMAR",NA,"LACKENBY MARCROFT ENG.",-1.12601, 54.60188
"LACKNBY",NA,"LACKENBY B.S.C.",-1.1292, 54.60028
"LACKSLA",NA,"SLAG ROAD LC",-1.14436, 54.59106
"LADRTMD",NA,"LANDORE T.M.D.",-3.9399, 51.64012
"LADY668",NA,"LADYBANK SIG 668",-3.12154, 56.27413
"LADYBHL",NA,"LADYBANK BRANCH LOOP",-3.12306, 56.27891
"LADYCE",NA,"LADYBANK C.E.",-3.12193, 56.27697
"LADYDGL",NA,"LADYBANK D.G.L.",-3.11913, 56.27942
"LADYSTE",NA,"LADYBANK S.& T.E.",-3.1231, 56.27889
"LAGHJN",NA,"LANGHAM JN.",-0.73177, 52.679
"LAGYRED",NA,"LANGLEY REDLANDS",-0.20032, 51.89073
"LAIRGCE",NA,"LAIRG C.E.",-4.39942, 58.00162
"LAIRGLC",NA,"LAIRG L.C.",-4.39953, 58.0021
"LAIRGOT",NA,"LAIRG OIL TERMINAL",-4.40093, 58.00072
"LAIRSSH",NA,"LAIRG SOUTH SHUNT",-4.39953, 58.0021
"LAISEMR",NA,"LAISTERDYKE E.M.RECYCLING",-1.72121, 53.79084
"LAISWJN",NA,"LAISTERDYKE SIG ML 1558",-1.71791, 53.79132
"HEXH55",NA,"HEXHAM SIG HE55 REV",-2.0924, 54.97258
"HEXHCE",NA,"HEXHAM ISU (CE)",-2.09259, 54.97284
"HEXHFD",NA,"HEXHAM FREIGHT DEPOT",-2.0924, 54.97258
"HEYFFRI",NA,"FRITWELL AND SOMERTON",-1.28799, 51.94663
"HEYMCEG",NA,"HEYSHAM HARBOUR P.S.",-2.91348, 54.03237
"HFDNCHS",NA,"HERTFORD NTH C.H.S.",-0.09173, 51.79501
"HFDNDCS",NA,"HERTFORD NORTH DOWN CS",-0.09209, 51.79584
"HGHBRDJ",NA,"HIGHBRIDGE LOOP",-2.9726, 51.2158
"HGHDJN",NA,"HIGHDYKE JN.",-0.6104, 52.85634
"HGHIBVJ",NA,"HIGHBURY VAL JCN",-0.10581, 51.55374
"HGHWTHJ",NA,"HIGHWORTH JN",-1.76693, 51.57084
"HGTNSD",NA,"HAUGHTON SIDINGS",-2.92698, 52.83366
"HIHAM",NA,"HIGHAMS (SUFFOLK)",0.55004, 52.26547
"HILGAY",NA,"HILGAY AHB",0.3405, 52.53567
"HILHQRY",NA,"HILLHOUSE QUARRY",-4.62909, 55.5729
